Age,Gender,Region,Education,Employment,Income,Exercise,Health Monitoring,Wearable Device,DNA Test Taken,Comfort DNA Sharing,Trust in Science,Interest Vitamins,Interest Skincare,Interest Diet Fitness,Preferred Mode,Willingness to Pay,Subscription Interest,Interest in DNA Brand,Diet Type_Vegetarian,Diet Type_Vegan,Diet Type_Non-vegetarian,Diet Type_Keto/Low-carb,Diet Type_High Protein,Diet Type_Pescatarian,Fitness Goals_Weight loss,Fitness Goals_Muscle gain,Fitness Goals_Energy,Fitness Goals_Sleep,Fitness Goals_Endurance,Fitness Goals_Mental wellness,Fitness Goals_Healthy aging,Fitness Goals_General fitness,Health Issues_Fatigue,Health Issues_Stress,Health Issues_Digestive issues,Health Issues_Vitamin deficiency,Health Issues_Skin issues,Health Issues_Hair fall,Health Issues_Hormonal imbalance,Health Issues_Weight issues,Supplement Sources_Pharmacy,Supplement Sources_Online,Supplement Sources_Supermarket,Supplement Sources_Clinic,Supplement Sources_None,Supplements Used_Multivitamins,Supplements Used_Omega-3,Supplements Used_Collagen,Supplements Used_Vitamin D,Supplements Used_Protein,Supplements Used_Probiotics,Supplements Used_Creatine,Supplements Used_Skin supplements,DNA Interest Areas_Diet plans,DNA Interest Areas_Vitamins,DNA Interest Areas_Skincare,DNA Interest Areas_Fitness,DNA Interest Areas_Preventive health,DNA Interest Areas_Anti-aging,DNA Interest Areas_Genetics curiosity
18-24,Female,Fujairah,Doctorate,Freelancer,7000-12000,Never,Daily,Yes,No,4,High,Likely,Very likely,Neutral,App,400-700,Maybe,Yes,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
25-34,Male,Fujairah,Bachelor,Student,12000-20000,3-4 times/wk,Occasionally,No,No,4,High,Very unlikely,Neutral,Unlikely,App,700-1000,Yes,No,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
25-34,Male,Sharjah,Bachelor,Business Owner,12000-20000,3-4 times/wk,Occasionally,Yes,No,3,Medium,Very likely,Unlikely,Neutral,Clinic,700-1000,Yes,Yes,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
35-44,Male,Sharjah,Bachelor,Working Professional,12000-20000,1-2 times/wk,Occasionally,Yes,No,4,High,Neutral,Unlikely,Very likely,App,1000-1500,Yes,No,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
55+,Female,Dubai,Master,Working Professional,35000+,1-2 times/wk,Daily,No,No,3,Low,Unlikely,Likely,Likely,Dashboard,700-1000,Maybe,Yes,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
18-24,Male,Dubai,Bachelor,Working Professional,12000-20000,1-2 times/wk,Weekly,Yes,Yes,4,Low,Likely,Unlikely,Very likely,App,700-1000,Maybe,Yes,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
55+,Female,Sharjah,Bachelor,Working Professional,20000-35000,3-4 times/wk,Daily,Yes,No,5,High,Neutral,Neutral,Very unlikely,Clinic,200-400,Yes,Yes,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
45-54,Female,Dubai,Bachelor,Student,12000-20000,1-2 times/wk,Weekly,No,No,2,Low,Unlikely,Likely,Very likely,WhatsApp AI,200-400,Maybe,Maybe,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-34,Female,UAQ,Bachelor,Working Professional,12000-20000,3-4 times/wk,Weekly,No,Yes,5,High,Likely,Neutral,Likely,Clinic,<200,Yes,Maybe,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
18-24,Female,Sharjah,Bachelor,Student,<3000,1-2 times/wk,Occasionally,No,No,4,Medium,Very unlikely,Very unlikely,Very likely,App,400-700,Maybe,No,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25-34,Other,Ajman,Doctorate,Student,3000-7000,1-2 times/wk,Weekly,No,No,4,High,Very likely,Very unlikely,Unlikely,WhatsApp AI,400-700,Maybe,Yes,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
35-44,Male,Dubai,High School,Working Professional,12000-20000,3-4 times/wk,Occasionally,No,No,2,Medium,Likely,Very likely,Likely,App,1500+,No,Yes,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
35-44,Female,Sharjah,Bachelor,Working Professional,3000-7000,1-2 times/wk,Occasionally,No,No,4,High,Likely,Very unlikely,Neutral,App,200-400,Yes,No,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
45-54,Male,Ajman,Master,Working Professional,3000-7000,3-4 times/wk,Occasionally,No,No,4,Low,Likely,Neutral,Neutral,Dashboard,200-400,Maybe,Maybe,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
35-44,Female,Fujairah,Bachelor,Working Professional,7000-12000,1-2 times/wk,Never,Yes,Yes,5,High,Likely,Unlikely,Neutral,App,1000-1500,Maybe,Yes,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35-44,Female,Dubai,Master,Working Professional,3000-7000,5+ times/wk,Weekly,No,No,3,High,Unlikely,Neutral,Unlikely,Email,<200,No,Yes,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25-34,Male,Abu Dhabi,Diploma,Working Professional,7000-12000,1-2 times/wk,Occasionally,Yes,No,1,High,Unlikely,Neutral,Very likely,WhatsApp AI,700-1000,No,No,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
25-34,Other,RAK,High School,Business Owner,7000-12000,5+ times/wk,Weekly,No,No,4,High,Very likely,Likely,Unlikely,Dashboard,<200,Maybe,Yes,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
25-34,Female,Dubai,Bachelor,Working Professional,12000-20000,5+ times/wk,Occasionally,Yes,No,1,High,Very likely,Very unlikely,Likely,App,400-700,No,Yes,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
55+,Female,Dubai,Bachelor,Student,20000-35000,3-4 times/wk,Weekly,Yes,No,3,High,Very likely,Neutral,Likely,WhatsApp AI,<200,Maybe,Maybe,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
18-24,Female,Sharjah,Master,Student,7000-12000,3-4 times/wk,Occasionally,Yes,No,2,High,Likely,Likely,Likely,Email,700-1000,Maybe,Maybe,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
25-34,Female,Abu Dhabi,Bachelor,Student,7000-12000,3-4 times/wk,Occasionally,No,No,4,High,Likely,Very likely,Very unlikely,Email,400-700,Yes,Maybe,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0
25-34,Other,Dubai,Bachelor,Working Professional,7000-12000,5+ times/wk,Occasionally,No,No,5,High,Likely,Unlikely,Very unlikely,Email,200-400,Maybe,No,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
25-34,Male,Sharjah,Bachelor,Working Professional,12000-20000,5+ times/wk,Occasionally,Yes,Yes,5,Medium,Unlikely,Unlikely,Very likely,WhatsApp AI,200-400,Yes,Yes,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25-34,Female,RAK,Master,Student,3000-7000,5+ times/wk,Weekly,No,No,3,High,Neutral,Unlikely,Neutral,Clinic,400-700,Yes,Yes,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
25-34,Male,Dubai,Bachelor,Not working,3000-7000,3-4 times/wk,Occasionally,Yes,No,5,High,Unlikely,Neutral,Very unlikely,WhatsApp AI,200-400,Yes,No,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
25-34,Male,Dubai,Bachelor,Student,7000-12000,3-4 times/wk,Weekly,Yes,Yes,5,High,Likely,Neutral,Very unlikely,WhatsApp AI,400-700,Maybe,Yes,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
25-34,Male,Dubai,Bachelor,Working Professional,7000-12000,1-2 times/wk,Daily,No,No,4,Medium,Likely,Unlikely,Neutral,Clinic,400-700,Yes,Maybe,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
25-34,Male,Dubai,Bachelor,Working Professional,3000-7000,3-4 times/wk,Weekly,No,Yes,5,Medium,Likely,Neutral,Very unlikely,App,200-400,Maybe,Maybe,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
25-34,Female,RAK,Bachelor,Working Professional,12000-20000,1-2 times/wk,Occasionally,Yes,No,2,High,Likely,Very likely,Likely,App,700-1000,Yes,Yes,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
25-34,Male,Abu Dhabi,Bachelor,Working Professional,<3000,1-2 times/wk,Weekly,No,Yes,3,High,Likely,Unlikely,Neutral,App,1000-1500,Maybe,Yes,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35-44,Male,Abu Dhabi,Bachelor,Student,3000-7000,1-2 times/wk,Weekly,No,No,3,Medium,Likely,Neutral,Neutral,Dashboard,700-1000,Yes,Yes,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
18-24,Female,UAQ,Bachelor,Working Professional,7000-12000,5+ times/wk,Daily,No,No,3,High,Unlikely,Unlikely,Unlikely,App,<200,No,Maybe,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
18-24,Female,Sharjah,High School,Student,12000-20000,3-4 times/wk,Never,Yes,No,2,High,Unlikely,Neutral,Very unlikely,Email,1000-1500,Maybe,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
25-34,Female,Sharjah,Bachelor,Working Professional,<3000,3-4 times/wk,Never,Yes,Yes,3,High,Very likely,Neutral,Likely,App,700-1000,Yes,Maybe,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
55+,Male,Abu Dhabi,Bachelor,Freelancer,3000-7000,3-4 times/wk,Occasionally,No,No,3,High,Neutral,Likely,Likely,Email,200-400,Yes,Maybe,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
25-34,Female,RAK,Master,Business Owner,7000-12000,Never,Weekly,No,No,4,High,Very likely,Likely,Very likely,App,400-700,Yes,Yes,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1
35-44,Male,Dubai,Bachelor,Working Professional,12000-20000,3-4 times/wk,Weekly,No,No,5,Medium,Unlikely,Neutral,Unlikely,Dashboard,200-400,Maybe,Yes,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
35-44,Female,Abu Dhabi,High School,Student,7000-12000,1-2 times/wk,Occasionally,No,No,4,High,Neutral,Unlikely,Neutral,Email,400-700,Maybe,Yes,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
25-34,Female,Dubai,Bachelor,Working Professional,7000-12000,Never,Weekly,No,No,4,Medium,Likely,Neutral,Likely,Dashboard,400-700,No,Yes,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18-24,Male,Abu Dhabi,Bachelor,Working Professional,12000-20000,1-2 times/wk,Never,No,Yes,3,High,Neutral,Very likely,Neutral,App,200-400,Yes,Yes,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18-24,Female,RAK,Diploma,Student,7000-12000,Never,Weekly,No,No,4,Low,Neutral,Likely,Likely,App,700-1000,Yes,Yes,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
35-44,Male,Abu Dhabi,Bachelor,Working Professional,7000-12000,5+ times/wk,Weekly,No,No,3,Low,Likely,Likely,Likely,App,400-700,Yes,Yes,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
25-34,Male,Ajman,Bachelor,Working Professional,12000-20000,1-2 times/wk,Occasionally,Yes,No,4,High,Neutral,Likely,Likely,Clinic,200-400,No,Maybe,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
45-54,Female,UAQ,Bachelor,Student,3000-7000,3-4 times/wk,Occasionally,No,No,5,Medium,Likely,Unlikely,Likely,App,200-400,Yes,Yes,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
35-44,Female,Abu Dhabi,Bachelor,Working Professional,<3000,1-2 times/wk,Occasionally,Yes,No,4,Medium,Neutral,Unlikely,Very unlikely,Clinic,1000-1500,No,Maybe,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25-34,Female,Ajman,Bachelor,Working Professional,7000-12000,1-2 times/wk,Weekly,No,No,4,Medium,Likely,Likely,Likely,WhatsApp AI,1000-1500,Yes,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
25-34,Male,Abu Dhabi,Master,Student,7000-12000,3-4 times/wk,Occasionally,No,No,3,Medium,Very unlikely,Very likely,Likely,Email,700-1000,Maybe,No,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
35-44,Male,Abu Dhabi,Bachelor,Not working,7000-12000,5+ times/wk,Occasionally,No,No,3,High,Unlikely,Very likely,Very likely,WhatsApp AI,1000-1500,Maybe,Yes,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
18-24,Female,Ajman,Master,Working Professional,7000-12000,5+ times/wk,Weekly,No,No,5,High,Likely,Likely,Neutral,App,<200,No,No,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
35-44,Male,Abu Dhabi,Bachelor,Working Professional,<3000,1-2 times/wk,Occasionally,No,No,5,High,Unlikely,Unlikely,Likely,App,200-400,Yes,Yes,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
25-34,Male,Ajman,Bachelor,Student,<3000,3-4 times/wk,Weekly,Yes,Yes,4,Medium,Unlikely,Very unlikely,Neutral,Clinic,200-400,Maybe,Yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
45-54,Female,Sharjah,Diploma,Working Professional,3000-7000,5+ times/wk,Weekly,Yes,No,2,High,Neutral,Neutral,Unlikely,App,200-400,No,Maybe,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
25-34,Female,Abu Dhabi,High School,Student,3000-7000,3-4 times/wk,Weekly,No,No,4,Medium,Neutral,Neutral,Likely,WhatsApp AI,1000-1500,Maybe,Maybe,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18-24,Female,Dubai,Doctorate,Working Professional,3000-7000,5+ times/wk,Never,Yes,Yes,4,Medium,Neutral,Unlikely,Neutral,Clinic,400-700,Maybe,Yes,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
25-34,Male,RAK,Bachelor,Freelancer,20000-35000,3-4 times/wk,Occasionally,Yes,No,4,High,Unlikely,Unlikely,Very unlikely,App,700-1000,Yes,Maybe,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45-54,Male,Dubai,Bachelor,Working Professional,7000-12000,5+ times/wk,Daily,Yes,Yes,5,Medium,Likely,Likely,Very likely,Dashboard,400-700,Yes,Yes,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0
35-44,Female,RAK,High School,Working Professional,12000-20000,1-2 times/wk,Weekly,No,No,3,Low,Likely,Very unlikely,Very likely,WhatsApp AI,1500+,Yes,Maybe,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
35-44,Other,Abu Dhabi,Bachelor,Student,7000-12000,1-2 times/wk,Never,Yes,No,3,Medium,Unlikely,Likely,Unlikely,WhatsApp AI,700-1000,Yes,Yes,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25-34,Female,Dubai,Bachelor,Student,12000-20000,5+ times/wk,Occasionally,No,No,4,High,Neutral,Neutral,Very unlikely,App,400-700,Yes,No,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25-34,Female,Sharjah,Bachelor,Working Professional,7000-12000,5+ times/wk,Occasionally,Yes,Yes,5,High,Very unlikely,Very unlikely,Unlikely,App,<200,No,Yes,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
25-34,Male,Dubai,Bachelor,Student,12000-20000,1-2 times/wk,Occasionally,Yes,Yes,5,Medium,Likely,Neutral,Very likely,Email,200-400,Yes,Maybe,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
25-34,Female,Abu Dhabi,High School,Working Professional,<3000,3-4 times/wk,Occasionally,No,No,4,High,Very likely,Likely,Likely,App,200-400,Yes,Maybe,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
35-44,Male,Dubai,Bachelor,Student,3000-7000,5+ times/wk,Daily,No,Yes,5,Medium,Likely,Very likely,Neutral,Email,400-700,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
35-44,Male,Dubai,Bachelor,Working Professional,35000+,5+ times/wk,Weekly,No,No,3,Medium,Very likely,Very likely,Unlikely,App,<200,No,Yes,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
25-34,Female,RAK,Diploma,Working Professional,7000-12000,1-2 times/wk,Occasionally,Yes,No,4,Medium,Very likely,Likely,Neutral,Email,700-1000,Yes,Yes,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
45-54,Female,Dubai,Bachelor,Not working,3000-7000,1-2 times/wk,Weekly,Yes,No,3,Medium,Unlikely,Very unlikely,Very unlikely,Email,400-700,Yes,Maybe,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
45-54,Male,Dubai,Bachelor,Working Professional,3000-7000,1-2 times/wk,Occasionally,Yes,No,1,High,Unlikely,Very unlikely,Very likely,WhatsApp AI,1500+,Maybe,Maybe,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
35-44,Female,RAK,Diploma,Working Professional,7000-12000,1-2 times/wk,Occasionally,Yes,No,4,High,Neutral,Likely,Unlikely,App,1500+,Maybe,Yes,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
35-44,Female,Dubai,Diploma,Working Professional,12000-20000,1-2 times/wk,Weekly,Yes,No,4,High,Likely,Neutral,Very unlikely,App,<200,Maybe,Maybe,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
18-24,Male,Fujairah,Diploma,Student,12000-20000,3-4 times/wk,Weekly,No,Yes,4,High,Likely,Very likely,Likely,App,200-400,Maybe,Maybe,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
35-44,Male,Abu Dhabi,Bachelor,Business Owner,7000-12000,3-4 times/wk,Occasionally,Yes,No,4,High,Likely,Likely,Unlikely,Clinic,200-400,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
25-34,Female,Dubai,High School,Freelancer,7000-12000,1-2 times/wk,Weekly,No,No,2,Low,Very unlikely,Likely,Unlikely,App,700-1000,Yes,Maybe,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
35-44,Other,Abu Dhabi,Master,Working Professional,7000-12000,3-4 times/wk,Occasionally,Yes,No,4,High,Neutral,Likely,Likely,App,<200,Maybe,Maybe,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18-24,Male,RAK,Bachelor,Working Professional,7000-12000,3-4 times/wk,Weekly,No,No,3,Medium,Likely,Unlikely,Unlikely,WhatsApp AI,200-400,Maybe,Maybe,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
18-24,Male,Abu Dhabi,Bachelor,Business Owner,7000-12000,5+ times/wk,Weekly,No,Yes,4,Low,Unlikely,Very unlikely,Unlikely,WhatsApp AI,400-700,Maybe,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
25-34,Male,Sharjah,High School,Working Professional,<3000,Never,Occasionally,Yes,No,3,Medium,Neutral,Neutral,Neutral,Email,200-400,Maybe,No,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0
25-34,Male,Dubai,Bachelor,Not working,20000-35000,3-4 times/wk,Weekly,No,No,4,High,Likely,Unlikely,Likely,Dashboard,<200,No,Yes,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
